Estimations_SA1_h8_R100_  1,Estimations_SA1_h8_R100_  2,Estimations_SA1_h8_R100_  3,Estimations_SA1_h8_R100_  4,Estimations_SA1_h8_R100_  5,Estimations_SA1_h8_R100_  6,Estimations_SA1_h8_R100_  7,Estimations_SA1_h8_R100_  8,Estimations_SA1_h8_R100_  9,Estimations_SA1_h8_R100_ 10,Estimations_SA1_h8_R100_ 11,Estimations_SA1_h8_R100_ 12,Estimations_SA1_h8_R100_ 13,Estimations_SA1_h8_R100_ 14,Estimations_SA1_h8_R100_ 15,Estimations_SA1_h8_R100_ 16,Estimations_SA1_h8_R100_ 17,Estimations_SA1_h8_R100_ 18,Estimations_SA1_h8_R100_ 19,Estimations_SA1_h8_R100_ 20,Estimations_SA1_h8_R100_ 21,Estimations_SA1_h8_R100_ 22,Estimations_SA1_h8_R100_ 23,Estimations_SA1_h8_R100_ 24,Estimations_SA1_h8_R100_ 25,Estimations_SA1_h8_R100_ 26,Estimations_SA1_h8_R100_ 27,Estimations_SA1_h8_R100_ 28,Estimations_SA1_h8_R100_ 29,Estimations_SA1_h8_R100_ 30,Estimations_SA1_h8_R100_ 31,Estimations_SA1_h8_R100_ 32,Estimations_SA1_h8_R100_ 33,Estimations_SA1_h8_R100_ 34,Estimations_SA1_h8_R100_ 35,Estimations_SA1_h8_R100_ 36,Estimations_SA1_h8_R100_ 37,Estimations_SA1_h8_R100_ 38,Estimations_SA1_h8_R100_ 39,Estimations_SA1_h8_R100_ 40,Estimations_SA1_h8_R100_ 41,Estimations_SA1_h8_R100_ 42,Estimations_SA1_h8_R100_ 43,Estimations_SA1_h8_R100_ 44,Estimations_SA1_h8_R100_ 45,Estimations_SA1_h8_R100_ 46,Estimations_SA1_h8_R100_ 47,Estimations_SA1_h8_R100_ 48,Estimations_SA1_h8_R100_ 49,Estimations_SA1_h8_R100_ 50,Estimations_SA1_h8_R100_ 51,Estimations_SA1_h8_R100_ 52,Estimations_SA1_h8_R100_ 53,Estimations_SA1_h8_R100_ 54,Estimations_SA1_h8_R100_ 55,Estimations_SA1_h8_R100_ 56,Estimations_SA1_h8_R100_ 57,Estimations_SA1_h8_R100_ 58,Estimations_SA1_h8_R100_ 59,Estimations_SA1_h8_R100_ 60,Estimations_SA1_h8_R100_ 61,Estimations_SA1_h8_R100_ 62,Estimations_SA1_h8_R100_ 63,Estimations_SA1_h8_R100_ 64,Estimations_SA1_h8_R100_ 65,Estimations_SA1_h8_R100_ 66,Estimations_SA1_h8_R100_ 67,Estimations_SA1_h8_R100_ 68,Estimations_SA1_h8_R100_ 69,Estimations_SA1_h8_R100_ 70,Estimations_SA1_h8_R100_ 71,Estimations_SA1_h8_R100_ 72,Estimations_SA1_h8_R100_ 73,Estimations_SA1_h8_R100_ 74,Estimations_SA1_h8_R100_ 75,Estimations_SA1_h8_R100_ 76,Estimations_SA1_h8_R100_ 77,Estimations_SA1_h8_R100_ 78,Estimations_SA1_h8_R100_ 79,Estimations_SA1_h8_R100_ 80,Estimations_SA1_h8_R100_ 81,Estimations_SA1_h8_R100_ 82,Estimations_SA1_h8_R100_ 83,Estimations_SA1_h8_R100_ 84,Estimations_SA1_h8_R100_ 85,Estimations_SA1_h8_R100_ 86,Estimations_SA1_h8_R100_ 87,Estimations_SA1_h8_R100_ 88,Estimations_SA1_h8_R100_ 89,Estimations_SA1_h8_R100_ 90,Estimations_SA1_h8_R100_ 91,Estimations_SA1_h8_R100_ 92,Estimations_SA1_h8_R100_ 93,Estimations_SA1_h8_R100_ 94,Estimations_SA1_h8_R100_ 95,Estimations_SA1_h8_R100_ 96,Estimations_SA1_h8_R100_ 97,Estimations_SA1_h8_R100_ 98,Estimations_SA1_h8_R100_ 99,Estimations_SA1_h8_R100_100,Estimations_SA1_h8_R100_101
11707,11355,11030,12865,11367,12930,13044,10967,12016,11811,11663,12358,12973,12123,12979,11613,11682,11599,13782,12424,10750,11415,12288,13464,12197,10734,11496,12504,12188,11874,13012,10327,11379,12411,11217,11492,11924,10424,11932,12439,10898,12213,11402,12716,11610,11463,11168,11688,12372,12338,12135,11303,12926,12459,11554,12581,11839,12518,11172,13065,11327,11543,11753,12837,10901,12601,12564,11202,10819,11401,10739,11099,11796,11799,12194,11417,12262,10868,11488,11510,12341,12633,11721,12559,10886,11764,11744,11758,11600,12506,10749,10668,12472,10450,10890,10884,11964,12998,12297,12064,11384
11895,11355,11092,13021,11402,12996,13081,11018,12042,11817,11673,12481,13096,12226,13007,11645,11685,11615,13878,12506,10756,11450,12337,13475,12227,10755,11544,12573,12317,11888,13031,10440,11402,12465,11248,11556,12036,10569,11956,12494,10945,12235,11456,12734,11611,11538,11221,11755,12488,12413,12189,11319,13090,12544,11590,12695,11884,12552,11223,13124,11391,11657,11796,12919,10944,12668,12660,11311,10879,11490,10784,11222,11822,11903,12197,11558,12309,10922,11507,11642,12713,12663,11754,12668,10921,11818,11772,11764,11665,12530,10779,10678,12479,10465,10938,10933,12032,13030,12334,12115,11441
11947,11366,11146,13112,11474,13040,13096,11099,12065,11851,11686,12619,13136,12299,13008,11721,11731,11626,13928,12538,10806,11471,12367,13507,12291,10773,11564,12640,12367,11906,13043,10533,11425,12488,11284,11579,12084,10803,11964,12506,11009,12287,11506,12751,11617,11641,11302,11830,12554,12444,12253,11330,13218,12589,11629,12723,11992,12589,11247,13214,11444,11759,11802,12975,10969,12775,12724,11352,10909,11501,10835,11333,11838,12031,12233,11736,12361,11002,11507,11708,13018,12684,11774,12704,10927,11824,11855,11856,11789,12571,10797,10719,12515,10468,10970,11017,12042,13062,12459,12173,11452
12000,11433,11150,13186,11496,13150,13114,11143,12080,11864,11701,12746,13177,12338,13051,11772,11784,11677,13941,12582,10852,11544,12389,13555,12377,10834,11583,12960,12390,11937,13066,10642,11498,12531,11345,11620,12172,11035,12087,12534,11045,12317,11563,12779,11623,11770,11339,11873,12571,12521,12340,11344,13276,12715,11645,12727,12082,12625,11306,13345,11491,11767,11802,13039,10980,12861,12828,11375,10948,11508,10929,11438,11854,12127,12277,11851,12407,11039,11525,11725,13214,12689,11811,12710,10975,11826,11980,11930,11842,12583,10814,10726,12522,10491,10981,11134,12068,13069,12486,12282,11513
12004,11463,11164,13276,11539,13296,13123,11157,12145,11892,11713,12833,13233,12360,13053,11835,11817,11751,13963,12655,10891,11609,12462,13575,12426,10866,11648,13185,12462,11989,13084,10775,11574,12554,11491,11627,12253,11162,12130,12566,11073,12403,11594,12839,11646,11851,11379,11896,12625,12583,12442,11347,13321,12854,11805,12732,12155,12658,11386,13496,11557,11779,11853,13119,11018,12945,12883,11420,10971,11573,11047,11501,11881,12151,12335,11901,12557,11088,11633,11743,13333,12715,11869,12731,11001,11833,12102,11948,11870,12631,10848,10744,12593,10693,11016,11270,12136,13106,12487,12432,11608
12010,11545,11183,13395,11617,13413,13194,11179,12194,11924,11719,12915,13306,12401,13081,11912,11831,11832,13987,12662,10965,11675,12507,13604,12487,10942,11767,13320,12546,12091,13108,10831,11660,12593,11686,11632,12332,11214,12133,12683,11113,12530,11626,12905,11736,11967,11404,11943,12680,12736,12565,11350,13385,12952,11979,12762,12213,12731,11468,13594,11598,11785,11910,13220,11027,13025,12888,11472,10976,11634,11078,11525,11911,12322,12360,11909,12742,11130,11743,11759,13461,12723,11949,12764,11038,11868,12200,11970,11899,12686,10867,10817,12914,10787,11090,11380,12219,13128,12496,12553,11611
12104,11615,11198,13510,11704,13533,13286,11239,12225,11965,11745,12949,13384,12511,13168,11921,11870,11939,13991,12668,11031,11699,12561,13676,12508,11027,11782,13340,12610,12417,13196,10894,11723,12650,11832,11640,12433,11237,12150,12881,11140,12624,11639,12930,11756,12062,11446,12024,12688,12916,12686,11354,13502,12957,12073,12836,12239,12809,11566,13678,11649,11791,11962,13361,11060,13031,12900,11475,10976,11697,11094,11528,11923,12427,12386,11910,12881,11149,11791,11784,13589,12740,11998,12838,11069,11905,12330,11975,11932,12787,10889,10911,13094,10833,11139,11470,12290,13136,12531,12645,11701
2624,2383,2451,2391,2488,2649,2386,2775,2757,2802,2656,2787,2572,2523,2535,2459,2462,2433,2671,2503,2423,2573,2567,2389,2486,2563,2597,2697,2371,2162,2458,2487,2590,2477,2435,2544,2590,2631,2285,2198,2539,2582,2363,2614,2530,2434,2536,2632,2272,2516,2550,2399,2505,2469,2429,2415,2389,2571,2463,2333,2253,2351,2295,2571,2481,2666,2485,2635,2659,2555,3003,2587,2401,2345,2680,2580,2631,2453,2351,2508,2280,2458,2523,2601,2447,2461,2682,2615,2280,2523,2647,2321,2763,2373,2288,2347,2609,2535,2446,2359,2356
5248,4766,4902,4782,4976,5213,4772,5413,5514,5604,5312,5574,5144,5016,5070,4918,4924,4866,5342,5006,4846,5120,5134,4778,4972,5126,5194,5394,4742,4324,4916,4974,5180,4954,4870,5088,5180,5262,4570,4396,5078,5164,4726,5228,5060,4868,5072,5264,4544,5032,5100,4757,4963,4938,4858,4830,4778,5142,4926,4666,4506,4702,4590,5142,4962,5332,4970,5270,5318,5110,6006,5174,4802,4656,5360,5160,5262,4906,4702,5016,4560,4916,5046,5057,4894,4889,5325,5230,4560,5046,5294,4642,5526,4746,4576,4694,5218,5070,4892,4718,4841
7872,7149,7353,7173,7464,7777,7158,8051,8271,8406,7968,8361,7716,7509,7605,7377,7386,7299,7835,7509,7269,7667,7701,7167,7458,7689,7791,8091,7113,6486,7374,7461,7770,7431,7305,7632,7770,7893,6942,6594,7549,7746,7452,7842,7590,7302,7608,7896,6816,7548,7650,7115,7421,7407,7287,7245,7167,7713,7389,7019,6759,7053,6885,7713,7443,7998,7455,7905,7977,7665,9009,7761,7203,6967,8040,7740,7893,7359,7053,7524,6840,7374,7569,7513,7341,7317,7793,7845,6840,7569,7941,6963,8289,7119,6864,7041,7731,7605,7338,7077,7326
10496,9532,9804,9564,9952,10341,9544,10689,11028,10699,10624,10641,10288,10002,10140,9836,9848,9732,10513,10012,9692,10214,10268,9556,9944,10252,10388,10788,9484,8648,9832,9948,10360,9908,9740,10176,10025,10299,9314,8792,10020,10328,10178,10456,10120,9736,10144,10528,9088,10064,10200,9473,9879,9876,9716,9660,9621,10284,9852,9372,9012,9404,9180,10284,9924,10664,9940,10540,10636,10220,12012,10348,9604,9278,10720,10320,10524,9812,9404,10032,9120,9832,10092,9969,9788,9745,10261,10460,9120,10092,10588,9284,11052,9492,9506,9388,10571,10140,9784,9436,9811
10508,9574,9967,9580,9969,10382,9647,10705,11072,10934,10695,10927,10370,10084,10286,9925,9914,9795,10585,10026,9750,10320,10331,9643,9989,10492,10435,10850,9492,8897,9949,10050,10402,10013,9774,10253,10191,10392,9332,8818,10027,10349,10212,10474,10124,9748,10226,10669,9119,10102,10275,9487,9982,9984,9754,9803,9653,10428,9870,9540,9048,9434,9221,10386,9957,10710,9996,10560,10687,10222,12039,10379,9610,9334,10749,10411,10537,9827,9461,10108,9217,9851,10098,9987,9792,9814,10267,10472,9222,10110,10611,9314,11075,9504,9654,9399,10712,10237,9795,9470,9836
10520,9629,10051,9599,10048,10416,9728,10846,11089,11029,10804,11058,10462,10149,10405,9983,9918,9839,10670,10122,9784,10418,10402,9689,10017,10595,10440,10977,9539,9122,10038,10154,10404,10056,9861,10284,10288,10425,9354,8872,10060,10387,10288,10633,10150,9808,10300,10748,9445,10183,10358,9567,10044,10084,9786,9931,9672,10584,9938,9687,9093,9496,9296,10504,9978,10751,10038,10580,10763,10257,12065,10384,9655,9354,10808,10540,10545,9850,9583,10113,9316,9916,10114,10048,9854,9860,10267,10477,9297,10110,10664,9365,11135,9521,9736,9517,10810,10245,9803,9515,9915
10806,9670,10081,9667,10084,10420,9832,10971,11107,11029,10887,11094,10544,10203,10518,10203,9974,9900,10723,10220,9796,10490,10455,9709,10024,10656,10489,11084,9612,9211,10041,10284,10408,10080,9939,10303,10339,10462,9417,8880,10084,10453,10485,10743,10196,9878,10347,10796,9676,10232,10432,9657,10136,10188,9831,10052,9741,10698,10043,9821,9124,9573,9374,10597,9979,10800,10099,10598,10861,10287,12090,10388,9709,9380,10822,10691,10587,9901,9787,10134,9358,10216,10183,10088,9911,9873,10273,10525,9356,10111,10717,9415,11165,9547,9786,9666,10920,10294,9856,9574,9978
11025,9699,10127,9704,10253,10443,9871,11005,11119,11117,10977,11206,10575,10217,10576,10337,10059,9997,10768,10257,9821,10605,10497,9780,10077,10693,10531,11186,9655,9261,10103,10397,10439,10100,9978,10328,10372,10466,9428,8891,10140,10567,10620,10896,10259,9897,10380,10882,9823,10238,10499,9762,10244,10224,9937,10106,9820,10764,10212,9912,9227,9618,9441,10655,9983,10842,10204,10609,10921,10297,12095,10392,9735,9385,10824,10807,10628,9907,9922,10145,9380,10403,10195,10198,9953,9887,10304,10629,9461,10182,10760,9484,11183,9571,9821,9831,10944,10371,9936,9630,10023
11190,9707,10160,9730,10321,10458,9894,11054,11171,11128,11080,11334,10621,10266,10604,10372,10085,10129,10774,10276,9900,10712,10517,9813,10079,10782,10796,11294,9660,9291,10163,10515,10475,10111,10027,10332,10406,10486,9442,8939,10250,10698,10645,10991,10291,9924,10386,11011,9937,10251,10553,9820,10351,10240,10070,10107,9866,10822,10385,10008,9264,9618,9533,10656,10043,10913,10281,10634,10968,10327,12173,10454,9786,9417,10876,10950,10676,9925,9960,10147,9397,10551,10214,10293,9978,9932,10383,10669,9548,10268,10857,9522,11195,9583,9902,9929,11014,10467,9973,9722,10035
11241,9725,10212,9740,10353,10459,9922,11062,11200,11153,11105,11385,10686,10448,10628,10379,10114,10195,10801,10332,9927,10819,10589,9844,10097,10898,10919,11369,9746,9365,10192,10600,10524,10138,10096,10345,10422,10528,9540,8965,10328,10751,10681,11028,10309,9942,10416,11172,10049,10266,10578,9859,10416,10257,10088,10126,9921,10823,10493,10111,9297,9696,9618,10668,10181,11001,10350,10696,10993,10332,12265,10507,9815,9701,10927,11063,10714,9979,9961,10195,9411,10633,10230,10328,10046,10020,10477,10703,9686,10275,11005,9540,11213,9631,9993,9965,11108,10486,10033,9815,10125
11565,9759,10221,9750,10493,10510,9986,11107,11243,11198,11109,11399,10724,10552,10633,10437,10145,10231,10814,10369,9935,10865,10693,9929,10110,11058,11013,11456,9843,9461,10198,10632,10606,10149,10124,10358,10428,10675,9624,8999,10396,10822,10705,11086,10360,9994,10443,11280,10135,10537,10614,9873,10423,10302,10119,10186,9947,10837,10557,10188,9319,9702,9739,10705,10201,11098,10392,10755,11048,10363,12404,10578,9838,9863,10936,11110,10732,10026,9961,10234,9414,10731,10246,10335,10090,10092,10626,10708,9805,10302,11087,9551,11253,9640,10043,10017,11188,10490,10038,9892,10227
11759,9820,10231,9761,10551,10528,10098,11206,11257,11269,11115,11432,10767,10614,10685,10440,10162,10261,10826,10397,9951,10869,10751,10006,10141,11176,11135,11565,9936,9547,10252,10692,10707,10181,10178,10395,10480,10805,9663,9047,10461,10877,10713,11204,10432,10046,10452,11317,10154,10548,10658,9900,10457,10342,10221,10249,9980,10874,10620,10195,9359,9785,9839,10707,10210,11215,10436,10769,11083,10436,12493,10596,9884,9939,10959,11161,10771,10118,9974,10294,9433,10812,10268,10351,10120,10133,10743,10800,9912,10307,11112,9559,11293,9648,10063,10024,11197,10492,10062,9949,10300
11793,9888,10291,9778,10598,10599,10204,11270,11280,11380,11141,11497,10839,10690,10807,10441,10245,10332,10879,10418,9959,10870,10755,10025,10184,11298,11274,11654,9968,9591,10311,10734,10800,10241,10236,10443,10525,10878,9704,9057,10493,10942,10731,11273,10517,10100,10455,11395,10171,10612,10717,9918,10535,10360,10317,10470,9980,10906,10652,10246,9428,9892,9927,10733,10219,11302,10476,10773,11121,10527,12571,10654,9937,10109,10999,11219,10914,10119,9987,10366,9476,10873,10277,10377,10125,10135,10845,10846,10008,10365,11126,9617,11377,9767,10093,10041,11255,10521,10096,10006,10385
11825,9962,10292,9800,10601,10709,10290,11324,11392,11492,11197,11572,10999,10863,10959,10446,10352,10430,10980,10440,9969,10871,10782,10089,10197,11304,11416,11724,9990,9605,10313,10820,10896,10270,10289,10487,10603,10904,9763,9105,10543,11041,10731,11290,10560,10173,10497,11486,10173,10694,10741,9938,10596,10393,10353,10591,9993,10942,10765,10537,9457,9962,9990,10762,10220,11459,10665,10786,11127,10573,12583,10659,9945,10183,11046,11299,10986,10136,10033,10420,9573,10961,10338,10421,10175,10199,10919,10853,10112,10460,11209,9697,11477,9833,10115,10044,11284,10559,10151,10079,10428
11897,10005,10316,9830,10644,10825,10350,11333,11478,11569,11466,11640,11115,10921,11088,10486,10478,10512,11096,10497,10006,10939,10804,10127,10205,11350,11453,11745,10000,9632,10329,10929,10972,10281,10508,10562,10689,10906,9817,9105,10601,11112,10731,11308,10606,10193,10499,11642,10196,10732,10808,9991,10661,10458,10388,10595,10059,10963,10858,10763,9464,10017,10023,10859,10261,11611,10761,10955,11203,10626,12619,10711,9968,10208,11067,11405,10988,10186,10096,10438,9703,11025,10364,10487,10211,10272,11005,10915,10167,10556,11272,9836,11571,9899,10120,10048,11291,10592,10249,10135,10449
11993,10007,10356,9863,10711,10940,10374,11375,11572,11609,11695,11714,11156,10940,11165,10501,10622,10574,11199,10510,10053,11003,10851,10146,10232,11371,11514,11780,10066,9766,10347,11017,11077,10294,10657,10616,10778,10953,9839,9131,10702,11199,10797,11389,10629,10207,10523,11786,10264,10742,10891,10014,10695,10531,10392,10661,10080,11003,10918,10887,9506,10062,10052,10989,10325,11743,10766,11052,11254,10644,12723,10861,9971,10214,11087,11525,11016,10200,10160,10443,9803,11067,10403,10534,10230,10379,11024,11110,10177,10593,11299,9997,11587,9960,10149,10098,11381,10593,10308,10136,10456
12103,10009,10416,9940,10803,10979,10415,11462,11662,11670,11816,11780,11195,10991,11191,10543,10705,10701,11277,10614,10057,11034,10981,10384,10272,11415,11620,11800,10163,9880,10351,11115,11186,10322,10699,10671,10835,11055,9906,9373,10812,11347,10874,11551,10650,10227,10575,12008,10327,10761,10902,10068,10695,10559,10437,10664,10097,11086,10973,10928,9611,10108,10082,11115,10397,11870,10864,11069,11341,10667,12842,11001,9984,10240,11119,11613,11042,10217,10218,10446,9892,11105,10454,10536,10270,10512,11040,11260,10234,10611,11323,10163,11591,10095,10204,10172,11445,10595,10351,10186,10458
12170,10057,10418,10024,10903,11000,10442,11563,11741,11732,11900,11872,11235,10991,11331,10593,10767,10782,11323,10688,10086,11044,11048,10509,10302,11444,11756,11829,10338,9937,10384,11175,11260,10369,10701,10714,11037,11124,10056,9542,10914,11514,10920,11692,10712,10249,10659,12147,10334,10770,11024,10074,10709,10590,10449,10720,10150,11155,10989,11011,9716,10187,10091,11220,10458,12009,10967,11163,11407,10677,13031,11120,9996,10254,11154,11697,11124,10287,10220,10460,9962,11173,10457,10544,10403,10646,11079,11392,10252,10623,11417,10281,11702,10278,10257,10203,11524,10616,10351,10228,10479
12214,10138,10422,10221,11003,11006,10509,11564,11896,11769,11925,12029,11272,10998,11450,10682,10773,10842,11376,10758,10145,11064,11108,10567,10310,11513,11917,11870,10444,9952,10447,11219,11352,10433,10725,10801,11180,11248,10286,9679,10975,11698,10935,11773,10818,10261,10680,12245,10336,10795,11197,10097,10789,10605,10471,10842,10237,11157,11014,11031,9815,10196,10147,11254,10475,12107,11053,11220,11478,10689,13145,11176,10027,10282,11171,11820,11162,10412,10243,10499,9991,11239,10457,10573,10507,10742,11080,11418,10289,10656,11479,10302,11736,10441,10285,10217,11540,10666,10358,10293,10536
12238,10204,10448,10346,11045,11059,10627,11572,12021,11797,11994,12167,11352,11047,11519,10761,10821,10923,11386,10760,10145,11117,11149,10796,10333,11549,12056,11887,10467,9964,10459,11254,11469,10486,10738,10917,11264,11369,10436,9720,11256,11895,10966,11786,10918,10268,10717,12333,10353,10841,11396,10128,10839,10625,10562,10945,10268,11203,11038,11073,9854,10207,10197,11261,10509,12150,11071,11231,11555,10691,13192,11190,10035,10331,11534,11905,11202,10554,10274,10553,10007,11302,10492,10651,10533,10909,11148,11470,10336,10723,11510,10322,11742,10510,10319,10288,11547,10688,10385,10317,10566
12280,10235,10453,10413,11066,11074,10698,11593,12157,11841,12014,12341,11406,11092,11585,10767,10830,11010,11392,10817,10152,11161,11186,10904,10340,11567,12169,11923,10490,10070,10541,11274,11569,10518,10791,10992,11290,11454,10533,9757,11470,11994,10990,11829,10968,10299,10733,12381,10361,10867,11515,10155,11004,10644,10680,11008,10298,11256,11084,11088,9898,10210,10203,11292,10567,12151,11107,11253,11596,10743,13244,11245,10097,10366,11702,11961,11253,10624,10286,10605,10017,11315,10498,10780,10562,11014,11190,11500,10507,10777,11565,10423,11776,10534,10321,10426,11549,10726,10431,10334,10571
12299,10267,10500,10433,11073,11115,10764,11634,12230,11843,12033,12447,11457,11123,11627,10802,10888,11062,11417,10821,10180,11267,11244,10953,10362,11625,12254,12010,10566,10186,10547,11291,11650,10531,10870,11024,11374,11524,10612,9760,11583,12057,11039,11855,10989,10344,10734,12409,10377,10874,11576,10170,11136,10664,10722,11050,10366,11344,11187,11105,9949,10272,10218,11333,10775,12152,11148,11324,11647,10813,13303,11321,10176,10369,11959,11979,11288,10640,10329,10638,10071,11336,10513,10868,10591,11045,11202,11520,10578,10857,11592,10472,11786,10592,10324,10477,11572,10763,10500,10375,10624
12342,10328,10541,10487,11081,11160,10782,11676,12232,11907,12049,12591,11470,11134,11664,10826,11000,11095,11440,10920,10311,11352,11322,11026,10417,11730,12364,12168,10687,10311,10567,11370,11689,10573,10913,11074,11463,11600,10622,9773,11636,12100,11126,11859,11000,10353,10761,12421,10404,10898,11618,10183,11200,10727,10731,11114,10471,11457,11224,11114,9974,10368,10376,11350,10919,12170,11249,11359,11684,10886,13437,11340,10201,10507,12164,11985,11355,10698,10356,10654,10091,11382,10526,10974,10595,11053,11218,11531,10662,10906,11604,10490,11821,10632,10350,10495,11627,10764,10543,10486,10643
12375,10383,10653,10524,11084,11191,10793,11789,12254,11991,12075,12690,11486,11143,11768,10860,11112,11153,11441,11034,10563,11358,11382,11097,10430,11886,12447,12360,10814,10416,10661,11459,11736,10608,11162,11145,11478,11635,10760,9791,11644,12251,11328,11880,11244,10409,10853,12475,10472,10929,11624,10193,11218,10846,10808,11156,10484,11501,11253,11184,9975,10472,10514,11362,10934,12182,11347,11397,11697,10954,13572,11422,10243,10668,12276,12017,11373,10750,10399,10657,10154,11477,10572,11020,10626,11082,11251,11564,10721,10908,11647,10492,11821,10679,10403,10580,11667,10807,10589,10739,10697
12455,10464,10733,10589,11131,11300,10824,11880,12297,12049,12075,12754,11502,11150,11881,10948,11143,11167,11472,11177,10703,11380,11405,11135,10454,11984,12532,12579,10894,10498,10763,11543,11759,10627,11268,11172,11484,11673,10904,9792,11664,12377,11561,11900,11364,10486,10955,12537,10492,10960,11630,10205,11241,10993,10931,11161,10539,11604,11311,11285,10025,10489,10641,11429,10990,12198,11414,11411,11702,10965,13737,11491,10367,10747,12393,12078,11382,10779,10467,10684,10225,11585,10630,11059,10693,11342,11267,11572,10755,10919,11663,10493,11824,10752,10504,10674,11738,10879,10646,11026,10707
12514,10473,10770,10645,11168,11398,10825,11985,12570,12105,12247,12781,11503,11214,12020,11080,11161,11171,11499,11229,10716,11419,11408,11159,10477,12054,12541,12679,10927,10585,10873,11639,11768,10670,11382,11246,11487,11718,11055,9797,11697,12463,11740,11942,11431,10515,11031,12587,10710,10996,11671,10238,11264,11101,11033,11180,10631,11717,11312,11395,10113,10525,10696,11527,11051,12232,11442,11442,11710,10967,13846,11584,10478,10781,12570,12186,11407,10809,10577,10735,10313,11705,10632,11119,10705,11491,11278,11589,10771,10947,11726,10504,11833,10761,10580,10676,11818,10935,10725,11211,10726
12562,10477,10779,10711,11171,11499,10860,11991,12770,12174,12341,12809,11544,11299,12165,11197,11185,11191,11574,11247,10770,11489,11468,11162,10552,12077,12591,12698,10940,10660,10946,11698,11794,10719,11455,11269,11490,11727,11165,9807,11738,12490,11858,11999,11511,10520,11063,12611,10834,11098,11769,10271,11316,11127,11221,11215,10785,11856,11342,11501,10212,10613,10709,11579,11065,12256,11609,11528,11731,10968,13947,11709,10554,10828,12640,12391,11418,11033,10607,10854,10351,11820,10680,11247,10757,11541,11285,11647,10801,10987,11772,10520,11867,10813,10662,10697,11879,11019,10727,11268,10806
12612,10533,10804,10758,11188,11554,10876,12033,12904,12261,12471,12834,11586,11366,12307,11329,11216,11238,11675,11267,10812,11564,11474,11185,10625,12095,12638,12724,11052,10751,10965,11704,11810,10784,11576,11309,11497,11786,11287,9840,11839,12523,11966,12002,11631,10546,11113,12613,10950,11186,11834,10273,11382,11187,11331,11451,10843,11958,11374,11582,10254,10703,10748,11617,11115,12258,11744,11590,11825,11026,14485,11789,10630,10829,12668,12529,11460,11215,10660,10975,10364,11927,10766,11366,10837,11744,11310,11665,10851,11052,11800,10569,11978,10843,10780,10700,11923,11090,10796,11284,10912
12668,10590,10828,10797,11224,11586,10909,12089,12946,12349,12587,12839,11594,11404,12430,11411,11255,11303,11764,11279,10865,11594,11535,11289,10705,12134,12692,12727,11082,10808,10997,11733,11838,10878,11609,11330,11498,11826,11391,10084,11940,12616,12041,12027,11765,10629,11173,12682,11032,11257,11844,10275,11445,11252,11400,11583,10873,12007,11413,11659,10255,10789,10801,11652,11140,12285,11796,11632,11884,11033,14872,11850,10644,10847,12808,12640,11537,11367,10723,11049,10422,12039,10828,11419,10910,11880,11322,11671,10908,11107,11868,10648,12089,10863,10913,10779,11938,11145,10823,11308,10992
12707,10595,10833,10815,11269,11589,10981,12185,12967,12407,12603,12853,11625,11451,12456,11454,11293,11319,11870,11279,10936,11613,11574,11431,10746,12214,12750,12784,11108,10847,11020,11756,11855,10921,11638,11403,11660,11921,11455,10289,12101,12665,12110,12098,11900,10729,11416,12763,11105,11312,11847,10339,11511,11297,11427,11693,10901,12016,11456,11772,10286,10926,10834,11738,11142,12286,11818,11656,11914,11073,15055,11901,10660,10875,12884,12682,11620,11484,10753,11122,10534,12159,10834,11444,10936,12037,11453,11681,10971,11180,11922,10720,12178,10878,11083,10893,11974,11176,10831,11337,10994
12780,10672,10860,10823,11283,11884,11039,12334,12991,12485,12625,12934,11684,11796,12476,11461,11351,11325,11911,11314,10966,11625,11684,11526,10753,12383,12806,12823,11160,10853,11166,11805,11872,11001,11674,11420,11775,12018,11475,10429,12240,12675,12190,12188,11991,10821,11636,12777,11162,11326,11931,10410,11567,11329,11486,11740,10970,12238,11464,11877,10336,11058,10895,11897,11143,12320,11862,11731,11916,11145,15122,11941,10665,10908,12951,12704,11755,11533,10793,11137,10668,12246,10896,11522,10959,12268,11490,11697,11010,11191,12047,10762,12208,10926,11232,10967,12005,11255,10860,11352,11058
12875,10772,10888,10833,11366,12027,11146,12542,13000,12488,12634,12964,11728,11976,12539,11503,11372,11349,11957,11389,10999,11642,11793,11635,10775,12561,12887,12882,11251,10863,11255,11862,11906,11236,11763,11458,11847,12052,11485,10495,12364,12706,12297,12275,12073,10932,11698,12814,11199,11371,11965,10429,11612,11355,11561,11741,11061,12358,11487,11964,10360,11226,10968,12018,11150,12323,11865,11952,11949,11180,15174,11970,10667,10940,13067,12752,11862,11549,10839,11203,10782,12313,10950,11624,10975,12449,11554,11797,11054,11268,12294,10787,12222,10986,11313,11020,12028,11329,10913,11361,11147
